,publication,url,article_title,date,author,is_student
909,carolinanewsandreporter,https://carolinanewsandreporter.cic.sc.edu/the-carolina-cup-in-photos-from-sunup-to-the-final-race-and-the-flowered-hats-food-and-frivolity-in-between/,"The Carolina Cup in photos: From sunup to the final race – and the flowered hats, food and frivolity in between",2024-04-23,null,null
910,thesouthernaccent,https://southern-accent.org/2024/05/22/southern-accent-wins-associated-church-press-award-of-excellence-for-collegedale-train-derailment-coverage/,Southern Accent wins Associated Church Press ‘Award of Excellence’ for Collegedale train derailment coverage,2024-05-22,null,null
911,thesouthernaccent,https://southern-accent.org/2024/04/16/chattanooga-theater-pre-premieres-the-hopeful-sharing-adventisms-story-with-a-modern-audience/,Chattanooga theater pre-premieres ‘The Hopeful’: Sharing Adventism’s story with a modern audience,2024-04-17,null,null
912,thesouthernaccent,https://southern-accent.org/2024/04/16/southern-faces-enrollment-and-housing-uncertainties/,Southern faces enrollment and housing uncertainties,2024-04-17,null,null
913,thesouthernaccent,https://southern-accent.org/2024/04/16/beloved-sushi-chef-for-village-market-passes-away/,Beloved sushi chef for Village Market passes away,2024-04-17,null,null
914,thesouthernaccent,https://southern-accent.org/2024/04/16/eya-choir-grows-into-active-ministry/,EYA choir grows into active ministry,2024-04-17,null,null
915,thesouthernaccent,https://southern-accent.org/2024/04/16/letter-from-the-incoming-editor-less-shy-still-scared/,"Letter from the incoming editor: Less shy, still scared",2024-04-17,null,null
916,thesouthernaccent,https://southern-accent.org/2024/04/16/letter-from-the-outgoing-editor-find-the-anchor-for-your-soul/,Letter from the outgoing editor: Find the anchor for your soul,2024-04-17,null,null
917,thesouthernaccent,https://southern-accent.org/2024/04/16/southern-updates-online-login-system/,Southern updates online login system,2024-04-17,null,null
918,thesouthernaccent,https://southern-accent.org/2024/04/16/american-red-cross-club-to-host-blood-drive-on-campus/,American Red Cross Club to host blood drive on campus,2024-04-17,null,null
919,thesouthernaccent,https://southern-accent.org/2024/04/16/photospread-asian-night-3/,Photospread: Asian Night,2024-04-17,null,null
920,instituteforpublicservicereportingmemphis,https://www.psrmemphis.org/due-diligence-questions-surround-musks-xai-plans/?utm_source=rss&utm_medium=rss&utm_campaign=due-diligence-questions-surround-musks-xai-plans,Due Diligence: Questions Surround Musk’s xAI Plans,2024-07-22,null,null
921,instituteforpublicservicereportingmemphis,https://www.psrmemphis.org/tennessees-public-records-law-is-broken/?utm_source=rss&utm_medium=rss&utm_campaign=tennessees-public-records-law-is-broken,Tennessee’s Public Records Law Is Broken,2024-07-15,null,null
922,instituteforpublicservicereportingmemphis,https://www.psrmemphis.org/new-law-targets-immigrants-for-arrest-discrimination/?utm_source=rss&utm_medium=rss&utm_campaign=new-law-targets-immigrants-for-arrest-discrimination,"New Law Targets Immigrants For Arrest, Discrimination",2024-07-01,null,null
923,instituteforpublicservicereportingmemphis,https://www.psrmemphis.org/how-remembering-americas-painful-past-can-reconnect-families/?utm_source=rss&utm_medium=rss&utm_campaign=how-remembering-americas-painful-past-can-reconnect-families,Family tree’s branches reconnect through research about lynching,2024-06-18,null,null
924,instituteforpublicservicereportingmemphis,https://www.psrmemphis.org/mcgowens-next-mission-ex-navy-top-gun-charts-new-course-for-mlgw/?utm_source=rss&utm_medium=rss&utm_campaign=mcgowens-next-mission-ex-navy-top-gun-charts-new-course-for-mlgw,McGowen’s Next Mission: Ex-Navy ‘Top Gun’ charts new course for MLGW,2024-06-06,null,null
925,instituteforpublicservicereportingmemphis,https://www.psrmemphis.org/when-children-are-rushed-to-the-hospital-in-memphis-trauma-counselors-are-there-waiting-for-them/?utm_source=rss&utm_medium=rss&utm_campaign=when-children-are-rushed-to-the-hospital-in-memphis-trauma-counselors-are-there-waiting-for-them,"When children are rushed to the hospital in Memphis, trauma counselors are there waiting for them",2024-03-06,null,null
926,instituteforpublicservicereportingmemphis,https://www.psrmemphis.org/healing-a-childs-hidden-wounds-a-breath-at-a-time/?utm_source=rss&utm_medium=rss&utm_campaign=healing-a-childs-hidden-wounds-a-breath-at-a-time,Healing a child’s hidden wounds a breath at a time,2024-03-06,null,null
927,instituteforpublicservicereportingmemphis,https://www.psrmemphis.org/coalition-aims-to-break-cycle-of-poverty-with-sweeping-1-4-billion-more-for-memphis-initiative/?utm_source=rss&utm_medium=rss&utm_campaign=coalition-aims-to-break-cycle-of-poverty-with-sweeping-1-4-billion-more-for-memphis-initiative,Coalition aims to break cycle of poverty with sweeping $1.4 billion ‘More for Memphis’ initiative,2024-02-21,null,null
928,instituteforpublicservicereportingmemphis,https://www.psrmemphis.org/critics-howl-as-state-declines-to-decertify-taserface-patrolman/?utm_source=rss&utm_medium=rss&utm_campaign=critics-howl-as-state-declines-to-decertify-taserface-patrolman,Critics Howl As State Declines to Decertify “Taserface” Patrolman,2024-02-19,null,null
929,instituteforpublicservicereportingmemphis,https://www.psrmemphis.org/fighting-decertification-in-tenn-ex-mpd-officer-faces-new-claim-in-miss/?utm_source=rss&utm_medium=rss&utm_campaign=fighting-decertification-in-tenn-ex-mpd-officer-faces-new-claim-in-miss,"Fighting Decertification in Tenn., Ex-MPD Officer Faces New Claim in Miss.",2024-02-15,null,null
930,borderzine,https://borderzine.com/2024/06/3-fresh-el-paso-fashion-designers-to-watch/,3 fresh El Paso fashion designers to watch,2024-06-07,null,null
931,borderzine,https://borderzine.com/2024/05/navigating-new-worlds-how-a-golf-scholarship-took-me-beyond-the-el-paso-bubble/,Navigating new worlds: How a golf scholarship took me beyond the El Paso bubble,2024-06-01,null,null
932,borderzine,https://borderzine.com/2024/05/high-school-student-uses-listening-to-share-hispanic-mental-health-message/,High school student uses listening to share Hispanic mental health message,2024-05-29,null,null
933,borderzine,https://borderzine.com/2024/05/2nd-group-of-prairie-dogs-met-fatal-end-at-el-paso-zoo-following-mysterious-disappearance-of-original-colony-in-2021/,2nd group of prairie dogs met fatal end at El Paso Zoo following mysterious disappearance of original colony in 2021,2024-05-29,null,null
934,borderzine,https://borderzine.com/2024/05/sisd-spring-games-are-a-win-for-special-needs-athletes-volunteers-and-family/,"SISD spring games are a win for special needs athletes, volunteers and family",2024-05-29,null,null
935,borderzine,https://borderzine.com/2024/04/once-a-grand-residential-thoroughfare-el-pasos-historic-montana-avenue-district-evolves-as-commercial-zone/,"Once a grand residential thoroughfare, El Paso’s historic Montana Avenue district evolves as commercial zone",2024-04-20,null,null
936,borderzine,https://borderzine.com/2024/04/texas-struggles-to-diversify-its-mental-health-workforce-to-reflect-changing-community-demographics/,Texas struggles to diversify its mental health workforce to reflect changing community demographics,2024-04-20,null,null
937,borderzine,https://borderzine.com/2024/04/mexican-immigration-agent-charged-in-juarez-migrant-center-fire-free-on-bail/,Mexican immigration agent charged in Juárez migrant center fire free on bail,2024-04-20,null,null
938,borderzine,https://borderzine.com/2024/04/apply-2023-dow-jones-news-fund-multimedia-training-academy-2/,Apply for the 2024 Dow Jones News Fund Multimedia Training Academy,2024-04-19,null,null
939,borderzine,https://borderzine.com/2024/04/apply-multimedia-journalism-internship-stipends-summer-2024/,Summer 2024 internship stipend application for UTEP Multimedia Journalism students,2024-04-18,null,null
940,sanantonioreport,https://sanantonioreport.org/what-germs-are-in-our-water-this-tamusa-scientist-and-her-students-are-finding-out/,What germs are in our water? This TAMUSA scientist and her students are finding out.,2024-07-28,null,null
941,sanantonioreport,https://sanantonioreport.org/texas-schools-struggle-armed-guard-mandate-uvalde-shooting/,Texas schools still struggling with state armed guard mandate 1 year later,2024-07-28,null,null
942,sanantonioreport,https://sanantonioreport.org/new-cast-middle-school-to-open-this-fall/,New CAST middle school to open this fall,2024-07-27,null,null
943,sanantonioreport,https://sanantonioreport.org/san-antonio-philharmonic-board-dispute-over-fall-season/,Internal disharmony hits San Antonio Philharmonic board as anticipated season awaits,2024-07-27,null,null
944,sanantonioreport,https://sanantonioreport.org/new-early-college-high-schools-spark-opportunities-at-alamo-heights-other-districts/,"New Early College High Schools spark opportunities at Alamo Heights, other districts",2024-07-27,null,null
945,sanantonioreport,https://sanantonioreport.org/woodridge-san-antonio-neighborhood-rachel-wang/,Where I Live: Woodridge,2024-07-27,null,null
946,sanantonioreport,https://sanantonioreport.org/san-antonio-eagerly-watches-for-wemby-in-the-2024-paris-olympic-games/,San Antonio eagerly watches for Wemby in the 2024 Paris Olympic Games,2024-07-26,null,null
947,sanantonioreport,https://sanantonioreport.org/swri-awarded-1-2m-federal-grant-for-thermal-solar-energy-storage-project-utilizing-molten-salt/,SwRI awarded $1.2M federal grant for thermal solar energy storage project utilizing molten salt,2024-07-26,null,null
948,sanantonioreport,https://sanantonioreport.org/txdot-re-adding-third-lane-to-broadway-at-pearl-tearing-up-earlier-improvements/,"TxDOT re-adding third lane to Broadway at Pearl, tearing up earlier improvements",2024-07-26,null,null
949,sanantonioreport,https://sanantonioreport.org/university-health-will-temporarily-pause-covid-vaccinations-until-updated-vaccines-arrive/,University Health will temporarily pause COVID vaccinations until updated vaccines arrive,2024-07-25,null,null
950,texasmetronews,https://texasmetronews.com/78284/obit-rachel-l-tatum/,Obit: Rachel L. Tatum,2024-07-27,null,null
951,texasmetronews,https://texasmetronews.com/78282/two-killed-during-attempt-on-trumps-life/,Two killed during attempt on Trump’s life,2024-07-27,null,null
952,texasmetronews,https://texasmetronews.com/78279/obamas-endorse-kamala-harris-for-president/,Obamas endorse Kamala Harris for president,2024-07-27,null,null
953,texasmetronews,https://texasmetronews.com/78276/young-entrepreneurs-pitch-ideas-in-shark-tank-like-competition/,Young Entrepreneurs Pitch Ideas In “Shark Tank”- like Competition,2024-07-27,null,null
954,texasmetronews,https://texasmetronews.com/78271/pay-it-4-ward-projects-3rd-annual-inspiring-womens-award-gala/,Pay It 4-ward Projects 3rd Annual Inspiring Women’s Award Gala,2024-07-27,null,null
955,texasmetronews,https://texasmetronews.com/78235/superb-woman-lawanna-willis/,Superb Woman: LaWanna Willis,2024-07-27,null,null
956,texasmetronews,https://texasmetronews.com/78249/black-business-ambience-hair-care-contour/,Black Business: Ambience Hair Care Contour,2024-07-27,null,null
957,texasmetronews,https://texasmetronews.com/78268/self-deprecation-a-defense-mechanism-or-a-destructive-habit/,Self-Deprecation: A Defense Mechanism or a Destructive Habit?,2024-07-26,null,null
958,texasmetronews,https://texasmetronews.com/78264/our-voices-vice-president-kamala-harris-could-become-president/,OUR VOICES: Vice President Kamala Harris Could Become President,2024-07-26,null,null
959,texasmetronews,https://texasmetronews.com/78257/another-history-making-moment-for-kamala-harris-this-time-its-the-250m-she-raised-in-2-days/,Another History-Making Moment For Kamala Harris: This Time It’s The $250M She Raised In 2 Days,2024-07-26,null,null
960,planomagazine,https://planomagazine.com/bread-winners-30th-year-event/,Bread Winners Cafe celebrates 30th anniversary with event,2024-07-24,null,null
961,planomagazine,https://planomagazine.com/bioworld-partners-with-ntfb/,The Bioworld Foundation partners with North Texas Food Bank to feed North Texans,2024-07-17,null,null
962,planomagazine,https://planomagazine.com/texas-womens-foundation-board-including-planoite/,"Texas Women’s Foundation announces new board, including Planoite Holly Tucker",2024-07-17,null,null
963,planomagazine,https://planomagazine.com/kennys-burger-joint-rib-challenge/,"Kenny’s Burger Joint announces rib-eating challenge, crowns first winner",2024-07-17,null,null
964,planomagazine,https://planomagazine.com/warby-parker-store-opening/,Warby Parker store opening in Preston Park Colonnade,2024-07-17,null,null
965,planomagazine,https://planomagazine.com/13-5-million-tom-muehlenbeck/,Plano city council approves $13.5 million contract for renovations at Tom Muehlenbeck center,2024-07-16,null,null
966,planomagazine,https://planomagazine.com/plano-str-registration-new-rules/,"Plano short term rental registration deadline approaching, new rules added",2024-07-16,null,null
967,planomagazine,https://planomagazine.com/alex-robinson-english-channel-swim/,Plano native Alex Robinson completes English Channel swim,2024-07-15,null,null
968,planomagazine,https://planomagazine.com/the-boardwalk-night-market-july-19/,The Boardwalk Night Market continues with Summer Night Market series on July 19,2024-07-15,null,null
969,planomagazine,https://planomagazine.com/grant-halliburton-hope-party/,Grant Halliburton Foundation to start its annual Hope Party season,2024-07-15,null,null
970,capitalnewsservice,https://swvatoday.com/article_23b6b0d0-0572-11ef-ae69-af3a40ff98ed.html,Both sides of Virginia recreational cannabis debate tout improved health and safety,2024-04-29,null,null
971,capitalnewsservice,https://royalexaminer.com/number-of-incarcerated-pregnant-women-increases-amid-opioid-epidemic/,Incarcerated pregnant women fighting addiction need specific resources,2024-04-29,null,null
972,capitalnewsservice,https://www.pilotonline.com/2024/04/26/virginia-delegate-hopes-to-end-states-high-black-maternal-mortality-rate/,Delegate hopes to end Virginia’s high Black maternal mortality rate,2024-04-29,null,null
973,capitalnewsservice,https://www.vpm.org/2024-04-26/richmond-restaurant-tax,Richmond’s evolving restaurant scene reaches the suburbs,2024-04-29,null,null
974,capitalnewsservice,https://starexponent.com/news/state-regional/generation-alpha-navigates-increased-screen-time-social-media-use/article_60970144-02fc-11ef-9fc9-1764c0189dfe.html,"Generation Alpha navigates increased screen time, social media use",2024-04-29,null,null
975,capitalnewsservice,https://www.timesvirginian.com/news/article_379c9bc4-01b1-11ef-9d3b-8ff3c52cb924.html,Virginia still without major league sports team after arena deal flops,2024-04-25,null,null
976,capitalnewsservice,https://whro.org/news/local-news/46751-debate-continues-on-va-bill-to-legalize-physician-assisted-death,Debate continues on Va. bill to legalize physician-assisted death,2024-04-25,null,null
977,capitalnewsservice,https://starexponent.com/news/local/lawmakers-reconvene-to-tackle-governor-s-changes-set-budget-special-session-date/article_c5406be2-fe76-11ee-b1eb-2f36bba826f2.html,Lawmakers reconvene to tackle governor’s changes; set budget special session date,2024-04-25,null,null
978,capitalnewsservice,https://newsvirginian.com/news/state-regional/youngkin-vetoes-bills-to-require-retail-warning-of-invasive-plant-species/article_90486ea6-f2d4-11ee-b5c5-1f497de0285b.html,Youngkin vetoes bills to require retail warning of invasive plant species,2024-04-10,null,null
979,capitalnewsservice,https://starexponent.com/news/local/wildlife-officials-propose-regulations-to-help-manage-hunter-landowner-conflicts/article_5fb4697a-f207-11ee-917a-4f10d1a4990d.html,"Wildlife officials propose regulations to help manage hunter, landowner conflicts",2024-04-10,null,null
980,thevirginian-pilot,https://www.pilotonline.com/2024/07/28/a-prized-golf-course-in-virginia-beach-has-fallen-into-disrepair-it-needs-millions-of-dollars-of-work/,A prized golf course in Virginia Beach has fallen into disrepair. It needs millions of dollars of work.,2024-07-28,null,null
981,thevirginian-pilot,https://www.pilotonline.com/2024/07/28/what-to-watch-at-the-paris-olympics-on-sunday-july-28/,"What to watch at the Paris Olympics on Sunday, July 28",2024-07-28,null,null
982,thevirginian-pilot,https://www.pilotonline.com/2024/07/28/olympics-tv-schedule-sunday-july-28/,Paris Olympics: Here’s what’s on TV on Sunday,2024-07-28,null,null
983,thevirginian-pilot,https://www.pilotonline.com/2024/07/28/hampton-army-corps-of-engineers-agree-to-study-coastal-storm-risks-and-flooding-on-peninsula/,"Hampton, Army Corps of Engineers agree to study coastal storm risks and flooding on Peninsula",2024-07-28,null,null
984,thevirginian-pilot,https://www.pilotonline.com/2024/07/28/chipotle-restaurants-will-serve-bigger-portions-ceo/,"Chipotle restaurants will serve bigger portions after skimping, CEO says",2024-07-28,null,null
985,thevirginian-pilot,https://www.pilotonline.com/2024/07/28/a-glimpse-into-the-preservation-process-at-virginia-beachs-historic-lynnhaven-house/,A glimpse into the preservation process at Virginia Beach’s historic Lynnhaven House,2024-07-28,null,null
986,thevirginian-pilot,https://www.pilotonline.com/2024/07/28/faith-values-how-do-we-move-forward-in-the-midst-of-pain/,Faith & Values: How do we move forward in the midst of pain?,2024-07-28,null,null
987,thevirginian-pilot,https://www.pilotonline.com/2024/07/28/an-11-year-old-virginia-boy-is-charged-with-making-swatting-calls-to-florida-schools/,"An 11-year-old Virginia boy is charged with making bomb, shooting threats to schools",2024-07-28,null,null
988,thevirginian-pilot,https://www.pilotonline.com/2024/07/28/virginia-beach-to-host-regional-startup-world-cup-with-1-million-prize-at-stake/,Virginia Beach to host regional Startup World Cup with $1 million prize at stake,2024-07-28,null,null
989,thevirginian-pilot,https://www.pilotonline.com/2024/07/28/paris-olympics-organizers-say-they-meant-no-disrespect-with-last-supper-tableau/,Paris Olympics organizers say they meant no disrespect with ‘Last Supper’ tableau,2024-07-28,null,null
990,news7,http://www.news7newslinc.net/index.php/around-the-nek/3422-conflict-of-interest-for-h-829,Conflict Of Interest for H.829,2024-04-04,null,null
991,news7,http://www.news7newslinc.net/index.php/around-the-nek/lyndon/3420-police-advisory-committee-is-back,Police Advisory Committee Is Back,2024-03-21,null,null
992,news7,http://www.news7newslinc.net/index.php/around-the-nek/lyndon/3419-no-planning-administrator-in-lyndon,No Planning Administrator In Lyndon,2024-03-20,null,null
993,news7,http://www.news7newslinc.net/index.php/around-the-nek/3418-kesd-budget-not-approved,KESD Budget Not Approved,2024-03-18,null,null
994,news7,http://www.news7newslinc.net/index.php/around-the-nek/wheelock/3415-sean-cavanaugh,Wheelock Town Meeting Day,2024-03-08,null,null
995,news7,http://www.news7newslinc.net/index.php/around-the-nek/burke/3416-sean-cavanaugh,Burke Town Meeting Day,2024-03-08,null,null
996,news7,http://www.news7newslinc.net/index.php/around-the-nek/wheelock/3413-house-burns-down-in-wheelock,House Burns Down in Wheelock,2024-03-07,null,null
997,vtdigger,https://vtdigger.org/2024/07/28/brazen-bears-rattle-stowe/,Brazen bears rattle Stowe,2024-07-28,null,null
998,vtdigger,https://vtdigger.org/2024/07/28/can-a-veteran-journalist-unseat-one-of-three-senators-he-used-to-report-on/,Can a veteran journalist unseat one of three senators he used to report on?,2024-07-28,null,null
999,vtdigger,https://vtdigger.org/2024/07/28/as-vermonts-weather-worsens-emergency-communications-arent-reaching-all-of-its-rural-residents/,"As Vermont’s weather worsens, emergency communications aren’t reaching all of its rural residents",2024-07-28,null,null
1000,vtdigger,https://vtdigger.org/2024/07/28/young-writers-project-a-best-friend/,Young Writers Project: ‘A best friend’,2024-07-28,null,null
1001,vtdigger,https://vtdigger.org/2024/07/26/waterbury-residents-looked-to-fema-buyouts-after-last-years-floods-theyve-heard-nothing-for-months/,Waterbury residents looked to FEMA buyouts after last year’s floods. They’ve heard nothing for months,2024-07-26,null,null
1002,vtdigger,https://vtdigger.org/2024/07/26/at-a-quiet-craftsbury-pond-rowers-become-olympians/,"At a quiet Craftsbury pond, rowers become Olympians",2024-07-26,null,null
1003,vtdigger,https://vtdigger.org/2024/07/26/uvm-medical-center-wins-approval-to-buy-fanny-allen-campus/,UVM Medical Center wins approval to buy Fanny Allen Campus,2024-07-26,null,null
1004,vtdigger,https://vtdigger.org/2024/07/26/landslides-and-slurries-have-damaged-homes-roads-and-driveways-after-this-months-flood/,"Landslides and slurries have damaged homes, roads and driveways after this month’s flood",2024-07-26,null,null
1005,vtdigger,https://vtdigger.org/2024/07/26/vermonts-republican-lieutenant-governor-primary-puts-party-affiliation-to-the-test/,Vermont’s Republican lieutenant governor primary puts party affiliation to the test,2024-07-26,null,null
1006,vtdigger,https://vtdigger.org/2024/07/26/vtdigger-launches-2024-primary-election-guide/,VTDigger launches 2024 primary election guide,2024-07-26,null,null
1007,vtdigger,https://vtdigger.org/2024/07/26/melinda-moulton-vermont-is-a-beacon-of-light-for-women/,Melinda Moulton: Vermont is a beacon of light for women,2024-07-26,null,null
1008,vtdigger,https://vtdigger.org/2024/07/26/how-to-vote-in-vermonts-2024-primary-election/,How to vote in Vermont’s 2024 primary election,2024-07-26,null,null
1009,vtdigger,https://vtdigger.org/2024/07/26/who-does-what-in-vermonts-government-heres-a-guide-for-vermonters-preparing-to-vote/,Who does what in Vermont’s government? Here’s a guide for Vermonters preparing to vote.,2024-07-26,null,null
1010,vtdigger,https://vtdigger.org/2024/07/26/police-arrest-st-albans-man-for-murder-in-the-death-of-82-year-old-enosburgh-woman/,Man arraigned in sexual assault and murder of 82-year-old Enosburgh woman,2024-07-26,null,null
1011,vtdigger,https://vtdigger.org/2024/07/25/former-listen-director-gets-21-months-in-prison-for-embezzlement/,Former Listen director gets 21 months in prison for embezzlement,2024-07-25,null,null
1012,vtdigger,https://vtdigger.org/2024/07/25/new-data-shows-vermonts-emissions-trending-slightly-downward/,New data shows Vermont’s emissions trending slightly downward,2024-07-25,null,null
1013,vtdigger,https://vtdigger.org/2024/07/25/vermonts-covid-19-cases-on-the-upswing-this-summer/,Vermont’s Covid-19 cases on the upswing this summer,2024-07-25,null,null
1014,vtdigger,https://vtdigger.org/2024/07/25/a-newcomer-takes-on-a-statehouse-veteran-in-the-democratic-primary-for-lieutenant-governor/,A newcomer takes on a Statehouse veteran in the Democratic primary for lieutenant governor,2024-07-25,null,null
1015,vtdigger,https://vtdigger.org/2024/07/25/displaced-by-another-round-of-flooding-vermont-renters-have-few-options/,"Displaced by another round of flooding, Vermont renters have few options",2024-07-25,null,null
1016,vtdigger,https://vtdigger.org/2024/07/25/police-probe-suspicious-death-in-morristown/,Police probe ‘suspicious’ death in Morristown,2024-07-25,null,null
1017,vtdigger,https://vtdigger.org/2024/07/25/as-vermont-loses-its-ash-trees-towns-race-to-stop-the-beetle-thats-the-culprit/,"As Vermont loses its ash trees, towns race to stop the beetle that’s the culprit",2024-07-25,null,null
1018,vtdigger,https://vtdigger.org/2024/07/25/lee-russ-how-much-longer-can-we-ignore-the-real-health-care-problem/,Lee Russ: How much longer can we ignore the real health care problem?,2024-07-25,null,null
1019,vtdigger,https://vtdigger.org/2024/07/24/assault-case-of-franklin-county-sheriff-john-grismore-ends-in-mistrial/,Assault case of Franklin County Sheriff John Grismore ends in mistrial,2024-07-25,null,null
1020,vtdigger,https://vtdigger.org/2024/07/24/kaye-katherine-beaudin/,Kaye (Katherine) Beaudin,2024-07-25,null,null
1021,vtdigger,https://vtdigger.org/2024/07/24/federal-judge-rules-against-gun-rights-groups-seeking-to-block-enforcement-of-2-state-firearms-laws/,Federal judge rules against gun rights groups seeking to block enforcement of 2 state firearms laws,2024-07-24,null,null
1022,vtdigger,https://vtdigger.org/2024/07/24/after-87-years-serving-youth-sara-holbrook-community-center-suspends-programming/,"After 87 years serving youth, Sara Holbrook Community Center suspends programming",2024-07-24,null,null
1023,vtdigger,https://vtdigger.org/2024/07/24/awaiting-federal-declaration-state-forges-ahead-with-vermonts-flood-cleanup/,"Awaiting federal declaration, state forges ahead with Vermont’s flood cleanup",2024-07-24,null,null
1024,vtdigger,https://vtdigger.org/2024/07/24/vermont-conversation-becca-balint-on-the-freedom-election-the-israel-hamas-war-and-fighting-cynicism/,"Vermont Conversation: Becca Balint on the ‘freedom election,’ the Israel-Hamas war and fighting cynicism",2024-07-24,null,null
1025,vtdigger,https://vtdigger.org/2024/07/24/vermont-delegation-boycotts-netanyahus-address-to-congress/,Vermont delegation boycotts Netanyahu’s address to Congress,2024-07-24,null,null
1026,vtdigger,https://vtdigger.org/2024/07/24/change-looms-marshfield-school-of-weaving-finds-a-new-home-in-orange-county/,Change looms: Marshfield School of Weaving finds a new home in Orange County,2024-07-24,null,null
1027,vtdigger,https://vtcommunitynews.org/2024/07/16/underground-workshop-the-vermont-youth-council-is-a-platform-for-young-voices/,Underground Workshop: Vermont State Youth Council is a platform for young voices,2024-07-16,null,null
1028,vtdigger,https://vtcommunitynews.org/2024/05/21/hinesburg-beekeeper-abuzz-about-proposed-neonicotinoid-ban/,Hinesburg beekeeper abuzz about proposed neonicotinoid ban,2024-05-21,null,null
1029,vtdigger,https://vtcommunitynews.org/2024/05/15/house-lawmakers-kickstart-bill-for-next-year-that-looks-to-protect-charity-donations/,House lawmakers kickstart bill for next year that looks to protect charity donations,2024-05-15,null,null
1030,vtdigger,https://vtcommunitynews.org/2024/05/13/wildlife-management-bill-dead-in-the-water/,Wildlife management bill dead in the water,2024-05-13,null,null
1031,vtdigger,https://vtcommunitynews.org/2024/05/13/bill-to-defend-public-libraries-against-book-bans-passes/,Bill to defend public libraries against book bans passes,2024-05-13,null,null
1032,vtdigger,https://vtcommunitynews.org/2024/05/13/bill-calling-for-psychedelic-research-sent-to-scott/,Bill calling for psychedelic research sent to Scott,2024-05-13,null,null
1033,vtdigger,https://vtcommunitynews.org/2024/05/07/data-illustrates-the-hard-choices-ahead-for-green-mountain-transit/,Data illustrates the hard choices ahead for Green Mountain Transit,2024-05-07,null,null
1034,vtdigger,https://vtcommunitynews.org/2024/05/06/lawmakers-mull-punishments-as-ghost-guns-bill-bounces-back-and-forth/,Lawmakers mull punishments as ghost guns bill bounces back and forth,2024-05-06,null,null
1035,vtdigger,https://vtcommunitynews.org/2024/05/03/tucked-in-legislators-natural-disaster-plan-language-assistance-services-for-emergency-info/,Tucked in legislators’ natural disaster plan: language assistance services  for emergency info,2024-05-03,null,null
1036,vtdigger,https://vtcommunitynews.org/2024/05/03/as-medical-cannabis-services-wane-lawmakers-look-for-solutions/,"As medical cannabis services wane, lawmakers look for solutions",2024-05-03,null,null
1037,vtdigger,https://vtcommunitynews.org/2024/07/26/all-aboard-the-railroad-in-american-art-debuts-at-shelburne-museum/,‘All Aboard: The Railroad in American Art’ debuts at Shelburne Museum,2024-07-26,null,null
1038,vtdigger,https://vtcommunitynews.org/2024/07/26/not-your-average-summer-camp-civil-air-patrol-cadets-bunk-in-waterbury/,Not your average summer camp: Civil Air Patrol cadets bunk in Waterbury,2024-07-26,null,null
1039,vtdigger,https://vtcommunitynews.org/2024/07/25/lake-champlain-researchers-pin-murky-plumes-on-flood-induced-runoff/,Lake Champlain researchers pin murky plumes on flood-induced runoff,2024-07-25,null,null
1040,vtdigger,https://vtcommunitynews.org/2024/07/25/waterbury-residents-looked-to-fema-buyouts-after-last-years-floods-theyve-heard-nothing-for-months/,Waterbury residents looked to FEMA buyouts after last year’s floods. They’ve heard nothing for months,2024-07-25,null,null
1041,vtdigger,https://vtcommunitynews.org/2024/07/24/nek-homeowners-and-recovery-groups-struggle-to-rebuild-amid-relentless-rain/,NEK homeowners and recovery groups struggle to rebuild amid relentless rain,2024-07-24,null,null
1042,vtdigger,https://vtcommunitynews.org/2024/07/24/snowmobilers-look-to-rehab-flood-battered-bridge-over-the-winooski/,Snowmobilers look to rehab flood-battered bridge over the Winooski,2024-07-24,null,null
1043,vtdigger,https://vtcommunitynews.org/2024/07/22/kids-from-across-the-u-s-run-away-to-new-england-to-join-circus-smirkus/,Kids from across the U.S. run away to New England to join Circus Smirkus,2024-07-22,null,null
1044,vtdigger,https://vtcommunitynews.org/2024/07/22/cvu-students-open-farmstand-with-sustainability-in-mind/,CVU students open farmstand with sustainability in mind,2024-07-22,null,null
1045,vtdigger,https://vtcommunitynews.org/2024/07/19/nowhere-to-go-migrant-advocates-say-deported-honduran-family-was-denied-asylum-rights/,‘Nowhere to go’: Migrant advocates say deported Honduran family was denied asylum rights,2024-07-19,null,null
1046,vtdigger,https://vtcommunitynews.org/2024/07/17/floods-hit-cabot-again-just-a-day-after-phil-scott-came-to-praise-its-recovery/,Floods hit Cabot again — just a day after Phil Scott came to praise its recovery,2024-07-17,null,null
1047,vtdigger,https://vtcommunitynews.org/2024/07/16/in-vermont-vineyards-grape-growers-take-a-healing-tack/,"In Vermont vineyards, grape growers take a healing tack",2024-07-16,null,null
1048,vtdigger,https://vtcommunitynews.org/2024/07/12/meet-the-faith-guided-leaders-backing-the-south-burlington-food-shelf/,Meet the faith-guided leaders backing the South Burlington Food Shelf,2024-07-12,null,null
1049,vtdigger,https://vtcommunitynews.org/2024/07/09/gravel-roads-tell-vermonts-story-top-to-bottom-on-vtxl-cycling-route/,Gravel roads tell Vermont’s story top to bottom on VTXL cycling route,2024-07-09,null,null
1050,vtdigger,https://vtcommunitynews.org/2024/06/27/officials-vermonters-should-prepare-to-protect-their-lungs-with-quebec-fires-expected-again/,Officials: Vermonters should prepare to protect their lungs with Quebec fires expected again,2024-06-27,null,null
