,publication,is_uni_newspaper,url,article_title,date,author,is_student
2514,westhawaiitoday,0,https://www.westhawaiitoday.com/2024/07/28/nation-world-news/doj-asks-court-to-reject-tiktok-challenge-to-crackdown-law/,DOJ asks court to reject TikTok challenge to crackdown law,2024-07-28,,
2515,westhawaiitoday,0,https://www.westhawaiitoday.com/2024/07/28/nation-world-news/north-korea-vows-total-destruction-of-enemy-on-korean-war-anniversary/,North Korea vows ‘total destruction’ of enemy on Korean War anniversary,2024-07-28,,
2516,westhawaiitoday,0,https://www.westhawaiitoday.com/2024/07/28/nation-world-news/us-japan-south-korea-look-to-cement-security-ties-before-america-votes/,"US, Japan, South Korea look to cement security ties before America votes",2024-07-28,Alastair Gale and Yoshiaki Nohara,0
2517,westhawaiitoday,0,https://www.westhawaiitoday.com/2024/07/28/hawaii-news/uhs-ashlock-and-heimuli-are-true-brothers-in-the-braddahhood/,UH’s Ashlock and Heimuli are true brothers in the braddahhood,2024-07-28,,
2518,westhawaiitoday,0,https://www.westhawaiitoday.com/2024/07/28/nation-world-news/spacex-returns-to-flight-with-falcon-9-launch-from-kennedy-space-center/,SpaceX returns to flight with Falcon 9 launch from Kennedy Space Center,2024-07-28,,
2519,westhawaiitoday,0,https://www.westhawaiitoday.com/2024/07/28/sports/wembanyama-helps-france-win-antetokounmpos-greece-lose-to-canada/,"Wembanyama helps France win, Antetokounmpo’s Greece lose to Canada",2024-07-28,,
2520,westhawaiitoday,0,https://www.westhawaiitoday.com/2024/07/28/sports/unamused-djokovic-questions-olympic-eligibility-rules-after-53-minute-romp/,Unamused Djokovic questions Olympic eligibility rules after 53-minute romp,2024-07-28,,
2521,westhawaiitoday,0,https://www.westhawaiitoday.com/2024/07/28/sports/for-katie-ledecky-olympics-open-with-a-complicated-loss-to-her-biggest-rival/,"For Katie Ledecky, Olympics open with a complicated loss to her biggest rival",2024-07-28,,
2522,westhawaiitoday,0,https://www.westhawaiitoday.com/2024/07/28/sports/marks-leads-us-charge-as-surf-pumps-for-tahiti-opening-day/,Marks leads US charge as surf pumps for Tahiti opening day,2024-07-28,,
2523,westhawaiitoday,0,https://www.westhawaiitoday.com/2024/07/28/sports/japans-mixed-doubles-team-stunned-luxembourg-veteran-ni-advances/,"Japan’s mixed doubles team stunned, Luxembourg veteran Ni advances",2024-07-28,,
2524,westhawaiitoday,0,https://www.westhawaiitoday.com/2024/07/28/features/steves-exploring-madrids-outdoor-delights/,Steves: Exploring Madrid’s outdoor delights,2024-07-28,,
2525,westhawaiitoday,0,https://www.westhawaiitoday.com/2024/07/28/features/the-riskiest-destinations-for-travelers-and-the-safest/,The riskiest destinations for travelers — and the safest,2024-07-28,,
2526,westhawaiitoday,0,https://www.westhawaiitoday.com/2024/07/28/nation-world-news/israel-says-hezbollah-rocket-kills-11-at-football-ground-vows-response/,"Israel says Hezbollah rocket kills 11 at football ground, vows response",2024-07-28,"Maayan Lubell, Maya Gebeily and Laila Bassam",0
2527,westhawaiitoday,0,https://www.westhawaiitoday.com/2024/07/28/nation-world-news/park-fire-in-california-grows-dramatically-becoming-largest-active-blaze-in-us/,"Park Fire in California grows dramatically, becoming largest active blaze in US",2024-07-28,"Alan Blinder, John Yoon and Kate Selig",0
2528,westhawaiitoday,0,https://www.westhawaiitoday.com/2024/07/28/nation-world-news/trump-tells-christians-you-wont-have-to-vote-anymore-if-hes-elected/,Trump tells Christians ‘you won’t have to vote anymore’ if he’s elected,2024-07-28,Michael Gold,0
2529,westhawaiitoday,0,https://www.westhawaiitoday.com/2024/07/28/entertainment/the-simpsons-predicted-kamala-harris-presidential-run-a-look-at-the-shows-history-of-forecasting/,‘The Simpsons’ predicted Kamala Harris’ presidential run: A look at the show’s history of forecasting,2024-07-28,,
2530,westhawaiitoday,0,https://www.westhawaiitoday.com/2024/07/28/opinion/know-your-numbers-effort-continues/,‘Know Your Numbers’ effort continues,2024-07-28,,
2531,westhawaiitoday,0,https://www.westhawaiitoday.com/2024/07/28/hawaii-news/fentanyl-task-force-to-host-talks-in-west-hawaii/,Fentanyl task force to host talks in West Hawaii,2024-07-28,KELSEY WALLING,0
2532,westhawaiitoday,0,https://www.westhawaiitoday.com/2024/07/27/nation-world-news/g20-financial-chiefs-flag-global-economic-soft-landing-warn-of-risks-from-war/,"G20 financial chiefs flag global economic ‘soft landing’, warn of risks from war",2024-07-27,Marcela Ayres and Bernardo Caram,1
2533,westhawaiitoday,0,https://www.westhawaiitoday.com/2024/07/27/sports/aloha-stadium-plan-heads-for-early-approval/,Aloha Stadium plan heads for early approval,2024-07-27,,
2534,westhawaiitoday,0,https://www.westhawaiitoday.com/2024/07/27/sports/dolphins-tua-tagovailoa-reach-long-term-contract-extension-to-keep-franchise-qb-in-miami/,"Dolphins, Tua Tagovailoa reach long-term contract extension to keep franchise QB in Miami",2024-07-27,David Furones,0
2535,westhawaiitoday,0,https://www.westhawaiitoday.com/2024/07/27/sports/fourteen-gold-medals-up-for-grabs-on-day-one-of-paris-games/,Fourteen gold medals up for grabs on Day One of Paris Games,2024-07-27,,
2536,westhawaiitoday,0,https://www.westhawaiitoday.com/2024/07/27/sports/kona-native-chinen-co-captains-team-usa-at-touch-rugby-world-cup/,Kona native Chinen co-captains Team USA at Rugby Touch World Cup,2024-07-27,,
2537,newsprogress,0,https://newsprogress.com/obituaries-7-24-2024-michael-english/,Obituaries 7-24-2024: Michael English,2024-07-24,Father John,0
2538,newsprogress,0,https://newsprogress.com/remembering-who-we-are-18/,Remembering Who We Are….18,2024-07-24,,
2539,newsprogress,0,https://newsprogress.com/arthur-produce-auction-serves-area/,Arthur Produce Auction serves area,2024-07-24,,
2540,newsprogress,0,https://newsprogress.com/sullivan-school-registration/,Sullivan school registration,2024-07-24,,
2541,newsprogress,0,https://newsprogress.com/retirement-recognition/,Retirement recognition,2024-07-24,,
2542,newsprogress,0,https://newsprogress.com/doves-support-group/,Dove’s Support group,2024-07-24,,
2543,newsprogress,0,https://newsprogress.com/windsors-new-principal/,Windsor’s new principal,2024-07-24,,
2544,newsprogress,0,https://newsprogress.com/alah-school-board-discusses-gym-addition-removal-cross-country-pilot-program-and-financial-updates/,"ALAH School Board discusses gym addition removal, Cross Country Pilot Program, and financial updates",2024-07-24,,
2545,newsprogress,0,https://newsprogress.com/free-paperback-books/,Free paperback books,2024-07-24,,
2546,newsprogress,0,https://newsprogress.com/a-look-back-7-24-2024/,A Look Back…7-24-2024,2024-07-24,,
2547,therepublic,0,https://www.therepublic.com/2024/07/29/north-vernon-man-accused-of-breaking-into-home-making-food-and-entering-bedroom-of-female-resident/,"North Vernon man accused of breaking into home, making food, and entering bedroom of female resident",2024-07-29,,
2548,therepublic,0,https://www.therepublic.com/2024/07/29/a-move-to-limit-fowl-in-iowas-capital-eggs-residents-on-to-protest-with-a-chicken-parade/,A move to limit fowl in Iowa’s capital eggs residents on to protest with a chicken parade,2024-07-29,,
2549,therepublic,0,https://www.therepublic.com/2024/07/29/two-pedestrians-hospitalized-after-accident-on-jonathon-moore-pike-saturday/,Two pedestrians hospitalized after accident on Jonathon Moore Pike Saturday,2024-07-29,,
2550,therepublic,0,https://www.therepublic.com/2024/07/29/simone-biles-to-compete-on-all-four-events-at-olympic-team-finals-despite-calf-injury-2/,Simone Biles to compete on all four events at Olympic team finals despite calf injury,2024-07-29,,
2551,therepublic,0,https://www.therepublic.com/2024/07/29/state-agencies-pour-thousands-of-dollars-into-state-fair-to-reach-hoosiers/,State agencies pour thousands of dollars into state fair to reach Hoosiers,2024-07-29,,
2552,therepublic,0,https://www.therepublic.com/2024/07/29/holcomb-using-final-days-in-office-to-strengthen-partnerships-with-international-companies/,Holcomb using final days in office to strengthen partnerships with international companies,2024-07-29,,
2553,therepublic,0,https://www.therepublic.com/2024/07/29/edinburgh-man-to-serve-45-years-for-attempted-murder-of-police-officer/,Edinburgh man to serve 45 years for attempted murder of police officer,2024-07-29,,
2554,therepublic,0,https://www.therepublic.com/2024/07/29/biden-proposed-enforceable-ethics-code-and-term-limits-for-supreme-court-how-might-they-work/,Biden proposed enforceable ethics code and term limits for Supreme Court. How might they work?,2024-07-29,,
2555,therepublic,0,https://www.therepublic.com/2024/07/29/scheffler-picked-a-good-time-to-expand-his-trophy-case-an-olympic-gold-would-be-a-nice-addition/,Scheffler picked a good time to expand his trophy case. An Olympic gold would be a nice addition,2024-07-29,,
2556,therepublic,0,https://www.therepublic.com/2024/07/29/hall-of-famer-julius-peppers-drew-motivation-from-working-hot-summers-in-north-carolina/,Hall of Famer Julius Peppers drew motivation from working hot summers in North Carolina,2024-07-29,,
2557,harlanonline,0,https://www.harlanonline.com/news/2024-shelby-county-tornado-report,2024 Shelby County Tornado Report,2024-05-15,,
2558,harlanonline,0,https://www.harlanonline.com/news/plans-elk-horn%E2%80%99s-annual-tivoli-fest-are-underway,Plans for Elk Horn’s annual Tivoli Fest are underway,2024-04-25,,
2559,harlanonline,0,https://www.harlanonline.com/news/first-year-28e-agreement-city-harlan-and-shelby-county-success,First year of 28E agreement with City of Harlan and Shelby County is a success,2024-04-25,,
2560,harlanonline,0,https://www.harlanonline.com/news/%E2%80%98not-just-feed-store%E2%80%99-60-years,‘Not just a feed store’ for 60 years,2024-04-22,,
2561,harlanonline,0,https://www.harlanonline.com/news/shelby-county-community-outreach-provides-help-and-hope,Shelby County Community Outreach provides help and hope,2024-04-22,,
2562,harlanonline,0,https://www.harlanonline.com/news/hchs-students-lend-hand-community-service-da,HCHS students lend a hand for Community Service Da,2024-04-22,,
2563,harlanonline,0,https://www.harlanonline.com/news/myrtue-medical-center-named-among-top-20-critical-access-hospitals-nation,Myrtue Medical Center named among Top 20 Critical Access Hospitals in the nation,2024-04-22,,
2564,harlanonline,0,https://www.harlanonline.com/news/supervisors-approve-job-description-permanent-ems-coordinator,Supervisors approve job description for permanent EMS coordinator,2024-04-22,,
2565,harlanonline,0,https://www.harlanonline.com/news/looking-back-history-myrtue-medical-center,Looking back: The History of Myrtue Medical Center,2024-04-22,,
2566,harlanonline,0,https://www.harlanonline.com/news/rudolph-resigns-harlan-city-council,Rudolph resigns from Harlan City Council,2024-04-08,,
2567,marshalltowntimesrepublican,0,https://www.timesrepublican.com/sports/local-sports/2024/07/bobcat-trio-tabbed-to-alliance-boys-tennis-teams/,Bobcat trio tabbed to Alliance boys tennis teams,2024-07-29,,
2568,marshalltowntimesrepublican,0,https://www.timesrepublican.com/opinion/columnists/2024/07/big-data-social-media-and-artificial-intelligence-will-poison-the-2024-election/,"Big data, social media and artificial intelligence will poison the 2024 election",2024-07-29,,
2569,marshalltowntimesrepublican,0,https://www.timesrepublican.com/news/todays-news/2024/07/gmg-bond-referendum-informational-meetings-set-for-july-30-aug-8-in-garwin/,"GMG bond referendum informational  meetings set for July 30, Aug. 8 in Garwin",2024-07-29,,
2570,marshalltowntimesrepublican,0,https://www.timesrepublican.com/news/todays-news/2024/07/gilman-man-charged-with-felony-sex-abuse-disseminating-obscene-material/,"Gilman man charged with felony sex abuse, disseminating obscene material",2024-07-29,,
2571,marshalltowntimesrepublican,0,https://www.timesrepublican.com/news/todays-news/2024/07/bee-ridiculous-brings-hundreds-to-downtown-on-saturday/,Bee Ridiculous brings hundreds to downtown on Saturday,2024-07-29,,
2572,marshalltowntimesrepublican,0,https://www.timesrepublican.com/sports/local-sports/2024/07/gus-going-for-gold/,Gus going for gold,2024-07-29,,
2573,marshalltowntimesrepublican,0,https://www.timesrepublican.com/sports/local-sports/2024/07/bobcats-stupp-slugs-her-way-onto-alliance-first-team/,Bobcats’ Stupp slugs her way onto Alliance first team,2024-07-29,,
2574,marshalltowntimesrepublican,0,https://www.timesrepublican.com/news/todays-news/2024/07/minnesota-prepares-for-influx-of-patients-from-iowa-as-abortion-ban-takes-effect/,Minnesota prepares for  influx of patients from Iowa as abortion ban takes effect,2024-07-29,The Associated Press,0
2575,marshalltowntimesrepublican,0,https://www.timesrepublican.com/sports/local-sports/2024/07/g-leagues-suns-name-ex-uni-guard-as-new-coach/,G-League’s Suns name ex-UNI guard as new coach,2024-07-29,,
2576,marshalltowntimesrepublican,0,https://www.timesrepublican.com/opinion/columnists/2024/07/goodbye-to-joe-biden/,Goodbye to Joe Biden,2024-07-29,,
2577,rivercitiesreader,0,https://www.rcreader.com/theatre/watch-them-devotin-full-time-floatin-little-mermaid,"Watch Them Devotin' Full Time to Floatin': Countryside Community Theatre's “The Little Mermaid,” at the North Scott High School Fine Arts Auditorium through August 4",2024-07-29,Pamela Briggs,0
2578,rivercitiesreader,0,https://www.rcreader.com/commentary/when-law-might-be-giant-unfunded-mandate,When a Law Might Instead Be a Giant Unfunded Mandate,2024-07-29,,
2579,rivercitiesreader,0,https://www.rcreader.com/theatre/big-girls-do-cry-marvelous-wonderettes,"Big Girls Do Cry: “The Marvelous Wonderettes,” at the Clinton Area Showboat Theatre through August 4",2024-07-28,Alexander Richardson,0
2580,rivercitiesreader,0,https://www.rcreader.com/theatre/pink-just-looks-so-good-pinkalicious-musical,"We Like All the Colors, But Pink Just Looks So Good On Us: “Pinkalicious: The Musical” at the Circa '21 Dinner Playhouse through August 10",2024-07-28,,
2581,rivercitiesreader,0,https://www.rcreader.com/music/bret-michaels-mvfair-aug2,"Bret Michaels, August 2",2024-07-24,,
2582,rivercitiesreader,0,https://www.rcreader.com/music/alice-cooper-mvfair-aug3,"Alice Cooper, August 3",2024-07-24,,
2583,rivercitiesreader,0,https://www.rcreader.com/music/scotty-mccreery-mvfair-aug6,"Scotty McCreery, August 4",2024-07-24,,
2584,rivercitiesreader,0,https://www.rcreader.com/music/shania-twin-rhythm-room-aug3,"Shania Twin w/Donna Huber, August 3",2024-07-24,Reader Staff,0
2585,rivercitiesreader,0,https://www.rcreader.com/music/folk-implosion-raccoon-motel-aug8,"The Folk Implosion, August 8",2024-07-24,Reader Staff,0
2586,rivercitiesreader,0,https://www.rcreader.com/music/wheatus-raccoon-motel-aug7,"Wheatus, August 7",2024-07-24,,
2587,hillsborofreepress,0,https://www.hillsborofreepress.com/news/county-approves-hazard-mitigation-plan,County approves hazard mitigation plan,2024-07-24,,
2588,hillsborofreepress,0,https://www.hillsborofreepress.com/news/estate-sale-company-exists-as-a-business-and-a-service,Estate sale company exists as a business and a service,2024-07-24,,
2589,hillsborofreepress,0,https://www.hillsborofreepress.com/sports/kroeker-plans-to-burn-out-not-rust-out-in-retirement,"Kroeker plans to burn out, not rust out in retirement",2024-07-24,,
2590,hillsborofreepress,0,https://www.hillsborofreepress.com/daily-life/hillsboro-hosts-cal-ripken-10u-baseball-tournament,Hillsboro hosts Cal Ripken 10U Baseball Tournament,2024-07-24,Laura Fowler Paulus,0
2591,hillsborofreepress,0,https://www.hillsborofreepress.com/news/hillsboros-budget-set-to-increase-taxes,Hillsboro’s budget set to increase taxes,2024-07-24,,
2592,hillsborofreepress,0,https://www.hillsborofreepress.com/news/goessel-school-board-designates-positions,Goessel School Board designates positions,2024-07-24,,
2593,hillsborofreepress,0,https://www.hillsborofreepress.com/daily-life/hillsboro-10u-softball-team-wins-tournament,Hillsboro 10U softball team wins tournament,2024-07-24,,
2594,hillsborofreepress,0,https://www.hillsborofreepress.com/news/demolition-derby-part-of-a-point-series-championship,Demolition derby part of a point series championship,2024-07-24,,
2595,hillsborofreepress,0,https://www.hillsborofreepress.com/daily-life/death-leo-ensz,DEATH: Leo Ensz,2024-07-22,,
2596,hillsborofreepress,0,https://www.hillsborofreepress.com/daily-life/death-richard-g-kyle,DEATH: Richard G. Kyle,2024-07-22,,
2597,theadvocatemessenger,0,https://www.amnews.com/2024/07/29/ongoing-capitol-renovation-project-updated-to-committee/,Ongoing Capitol renovation project updated to committee,2024-07-29,,
2598,theadvocatemessenger,0,https://www.amnews.com/2024/07/29/after-2-year-mission-chandler-ready-to-focus-on-dream/,After 2-year mission Chandler ready to focus on ‘dream’,2024-07-29,,
2599,theadvocatemessenger,0,https://www.amnews.com/2024/07/29/roark-medicinal-plants/,Roark: Medicinal plants,2024-07-29,,
2600,theadvocatemessenger,0,https://www.amnews.com/2024/07/29/deronda-halcomb-sears-61/,"Deronda Halcomb Sears, 61",2024-07-29,,
2601,theadvocatemessenger,0,https://www.amnews.com/2024/07/29/edith-moore-84/,"Edith Moore, 84",2024-07-29,,
2602,theadvocatemessenger,0,https://www.amnews.com/2024/07/29/kathleen-davis-69/,"Kathleen Davis, 69",2024-07-29,,
2603,theadvocatemessenger,0,https://www.amnews.com/2024/07/29/how-to-watch-the-reds-vs-cubs-game-streaming-tv-channel-info-for-july-29/,How to Watch the Reds vs. Cubs Game: Streaming & TV Channel Info for July 29,2024-07-29,,
2604,theadvocatemessenger,0,https://www.amnews.com/2024/07/29/reds-vs-cubs-betting-preview-for-july-29/,Reds vs. Cubs: Betting Preview for July 29,2024-07-29,,
2605,theadvocatemessenger,0,https://www.amnews.com/2024/07/29/how-to-watch-mlb-baseball-on-monday-july-29-tv-channel-live-streaming-start-times/,"How to Watch MLB Baseball on Monday, July 29: TV Channel, Live Streaming, Start Times",2024-07-29,Data Skrive,1
2606,theadvocatemessenger,0,https://www.amnews.com/2024/07/28/how-to-watch-mlb-baseball-on-sunday-july-28-tv-channel-live-streaming-start-times/,"How to Watch MLB Baseball on Sunday, July 28: TV Channel, Live Streaming, Start Times",2024-07-28,,
2607,thehancockclarion,0,https://www.hancockclarion.com/2024/07/24/riddle-of-the-week-7-25-24/,Riddle of the Week! 7/25/24,2024-07-24,,
2608,thehancockclarion,0,https://www.hancockclarion.com/2024/07/24/hancock-county-fair-july-31st-august-3rd/,Hancock County Fair- July 31st-August 3rd,2024-07-24,,
2609,thehancockclarion,0,https://www.hancockclarion.com/2024/07/24/kim-harper-is-new-president-at-independence-bank/,Kim Harper is new President at Independence Bank,2024-07-24,,
2610,thehancockclarion,0,https://www.hancockclarion.com/2024/07/24/nancys-notes-the-vultures/,Nancy’s Notes: The Vultures,2024-07-24,,
2611,thehancockclarion,0,https://www.hancockclarion.com/2024/07/24/matt-ramseys-fundraiser-for-hc-football-is-this-saturday-dont-miss-it/,Matt Ramsey’s Fundraiser for HC Football is This Saturday – Don’t Miss it!,2024-07-24,,
2612,thehancockclarion,0,https://www.hancockclarion.com/2024/07/24/labor-day-weekend-fest-planned-for-city-of-lewisport/,Labor Day Weekend Fest planned for City of Lewisport,2024-07-24,Linda,1
2613,thehancockclarion,0,https://www.hancockclarion.com/2024/07/24/fiscal-court-approves-medical-cannabis-vote-option-for-election-ballot/,Fiscal Court approves Medical Cannabis Vote option for Election Ballot,2024-07-24,,
2614,thehancockclarion,0,https://www.hancockclarion.com/2024/07/24/healthy-habits-craniosacral-therapy/,Healthy Habits: Craniosacral Therapy,2024-07-24,,
2615,thehancockclarion,0,https://www.hancockclarion.com/2024/07/17/judith-boswell-obituary/,Judith Boswell,2024-07-18,,
2616,thehancockclarion,0,https://www.hancockclarion.com/2024/07/17/parade-of-homes-features-15-houses-in-july-one-in-tell-city/,Parade of Homes features 15 houses in July; one in Tell City,2024-07-17,,
2617,harrodsburgherald,0,https://www.harrodsburgherald.com/2024/07/25/after-33-years-robin-ison-is-checking-out-of-the-library/,"After 33 Years, Robin Ison Is Checking Out Of The Library",2024-07-25,,
2618,harrodsburgherald,0,https://www.harrodsburgherald.com/2024/07/25/kentuckians-in-paris-a-preview-of-olympic-athletes-with-kentucky-ties/,Kentuckians In Paris: A Preview Of Olympic Athletes With Kentucky Ties,2024-07-25,,
2619,harrodsburgherald,0,https://www.harrodsburgherald.com/2024/07/25/leah-jenkins-sweeps-youth-division-at-dairy-show/,Leah Jenkins Sweeps Youth Division At Dairy Show,2024-07-25,,
2620,harrodsburgherald,0,https://www.harrodsburgherald.com/2024/07/25/two-indicted-for-making-false-reports/,Two Indicted For Making False Reports,2024-07-25,Harrodsburg Herald,1
2621,harrodsburgherald,0,https://www.harrodsburgherald.com/2024/07/25/enjoy-arts-food-and-music-at-shaker-village-craft-fair-starting-aug-3/,"Enjoy Arts, Food And Music At Shaker Village Craft Fair Starting Aug. 3",2024-07-25,,
2622,harrodsburgherald,0,https://www.harrodsburgherald.com/2024/07/25/city-bids-out-streets-for-repairs-including-lexington-street/,City Bids Out Streets For Repairs—Including Lexington Street,2024-07-25,,
2623,harrodsburgherald,0,https://www.harrodsburgherald.com/2024/07/25/weekender-for-july-25-aug-2-final-weekends-of-mercer-county-fair-james-harrod-and-more/,"Weekender For July 25—Aug. 2: Final Weekends Of Mercer County Fair, ‘James Harrod’ And More",2024-07-25,Harrodsburg Herald,0
2624,harrodsburgherald,0,https://www.harrodsburgherald.com/2024/07/24/look-out-for-bargain-hunters-127-yard-sale-returns-august-1/,Look Out For Bargain Hunters: 127 Yard Sale Returns August 1,2024-07-24,Robert Moore,0
2625,harrodsburgherald,0,https://www.harrodsburgherald.com/2024/07/23/john-robinson/,John Robinson,2024-07-23,,
2626,harrodsburgherald,0,https://www.harrodsburgherald.com/2024/07/23/merle-hart-sr/,Merle Hart Sr.,2024-07-23,Merle Hart Sr.,0
2627,theledgerindependent,0,https://s25849.pcdn.co/news/211506/clarke-resigns-as-commonwealths-attorney,Clarke resigns as Commonwealth’s Attorney,2024-07-28,,
2628,theledgerindependent,0,https://maysville-online.com/lifestyle/211498/a-catchy-tune-and-a-breathtaking-view,A Catchy Tune and a Breathtaking View,2024-07-27,,
2629,theledgerindependent,0,https://maysville-online.com/lifestyle/211505/kentucky-often-imitated-never-duplicated,"Kentucky, Often Imitated, Never Duplicated",2024-07-27,,
2630,theledgerindependent,0,https://maysville-online.com/lifestyle/211496/i-guess-my-heart-just-was-not-into-it,I Guess My Heart Just Was Not Into It,2024-07-26,,
2631,theledgerindependent,0,https://maysville-online.com/news/211494/mitsubishi-electric-making-143-million-investment-in-maysville-facility,Mitsubishi Electric making $143 million investment in Maysville facility,2024-07-26,,
2632,theledgerindependent,0,https://maysville-online.com/special-sections/211490/tv-week-july-27-2024,"TV Week – July 27, 2024",2024-07-25,,
2633,theledgerindependent,0,https://maysville-online.com/news/211492/rack-room-shoes-opens-in-maysville,Rack Room Shoes opens in Maysville,2024-07-25,,
2634,theledgerindependent,0,https://maysville-online.com/news/211489/mitsubishi-awarded-140-million-grant,Mitsubishi making $143 million investment in Maysville location,2024-07-25,,
2635,theledgerindependent,0,https://maysville-online.com/lifestyle/211484/babz-bites-artichoke-dips-limestone-chef,Babz Bites: Artichoke Dips & Limestone Chef,2024-07-24,,
2636,theledgerindependent,0,https://maysville-online.com/pets/211486/wagging-tales-from-mason-county-animal-shelter-19,Wagging Tales from Mason County Animal Shelter,2024-07-24,,
2637,lewiscountyherald,0,https://lewiscountyherald.com/allen-bloomfield,Allen Bloomfield,2024-07-28,,
2638,lewiscountyherald,0,https://lewiscountyherald.com/doris-powers,Doris Powers,2024-07-27,,
2639,lewiscountyherald,0,https://lewiscountyherald.com/rhoda-moore,Rhoda Moore,2024-07-27,,
2640,lewiscountyherald,0,https://lewiscountyherald.com/greg-zornes,Greg Zornes,2024-07-27,,
2641,lewiscountyherald,0,https://lewiscountyherald.com/linda-ruggles,Linda Ruggles,2024-07-27,Dennis K Brown,0
2642,lewiscountyherald,0,https://lewiscountyherald.com/beckee-riedinger,Rebecca Riedinger,2024-07-25,,
2643,lewiscountyherald,0,https://lewiscountyherald.com/vickie-bobst,Vickie Bobst,2024-07-25,,
2644,lewiscountyherald,0,https://lewiscountyherald.com/anthony-pollitt,Anthony Pollitt,2024-07-24,,
2645,lewiscountyherald,0,https://lewiscountyherald.com/douglas-orner,Douglas Orner,2024-07-23,,
2646,lewiscountyherald,0,https://lewiscountyherald.com/virgil-cole,Virgil Cole,2024-07-22,,
2647,thewinchestersun,0,https://www.winchestersun.com/2024/07/29/elks-lodge-supports-kids-with-cancer-in-multiple-ways/,Elks Lodge supports kids with cancer in multiple ways,2024-07-29,,
2648,thewinchestersun,0,https://www.winchestersun.com/2024/07/29/winchester-clark-county-industrial-development-authority-says-thanks-to-local-industry/,Winchester-Clark County Industrial Development Authority says ‘thanks’ to local industry,2024-07-29,,
2649,thewinchestersun,0,https://www.winchestersun.com/2024/07/29/kentucky-state-capitol-exterior-renovations-from-kentucky-today/,Ongoing Capitol renovation project updated to committee,2024-07-29,,
2650,thewinchestersun,0,https://www.winchestersun.com/2024/07/29/rhetoric-versus-reality-addressing-common-misconceptions-about-abortion/,Rhetoric versus reality: Addressing common misconceptions about abortion,2024-07-29,,
2651,thewinchestersun,0,https://www.winchestersun.com/2024/07/29/how-to-watch-the-reds-vs-cubs-game-streaming-tv-channel-info-for-july-29/,How to Watch the Reds vs. Cubs Game: Streaming & TV Channel Info for July 29,2024-07-29,,
2652,thewinchestersun,0,https://www.winchestersun.com/2024/07/29/reds-vs-cubs-betting-preview-for-july-29/,Reds vs. Cubs: Betting Preview for July 29,2024-07-29,,
2653,thewinchestersun,0,https://www.winchestersun.com/2024/07/29/how-to-watch-mlb-baseball-on-monday-july-29-tv-channel-live-streaming-start-times/,"How to Watch MLB Baseball on Monday, July 29: TV Channel, Live Streaming, Start Times",2024-07-29,,
2654,thewinchestersun,0,https://www.winchestersun.com/2024/07/28/how-to-watch-mlb-baseball-on-sunday-july-28-tv-channel-live-streaming-start-times/,"How to Watch MLB Baseball on Sunday, July 28: TV Channel, Live Streaming, Start Times",2024-07-28,,
2655,thewinchestersun,0,https://www.winchestersun.com/2024/07/28/reds-vs-rays-betting-preview-for-july-28/,Reds vs. Rays: Betting Preview for July 28,2024-07-28,,
2656,thewinchestersun,0,https://www.winchestersun.com/2024/07/28/how-to-watch-the-reds-vs-rays-game-streaming-tv-channel-info-for-july-28/,How to Watch the Reds vs. Rays Game: Streaming & TV Channel Info for July 28,2024-07-28,,
2657,bossierpresstribune,0,https://bossierpress.com/swepco-warns-customers-about-fraudulent-solar-panel-sales-claims/,SWEPCO Warns Customers About Fraudulent Solar Panel Sales Claims,2024-07-29,,
2658,bossierpresstribune,0,https://bossierpress.com/bpcc-foundation-awards-first-robert-byles-endowed-scholarship/,BPCC Foundation Awards First Robert Byles Endowed Scholarship,2024-07-29,,
2659,bossierpresstribune,0,https://bossierpress.com/college-football-lsus-nussmeier-lacy-on-maxwell-award-preseason-watch-list/,"College football: LSU’s Nussmeier, Lacy on Maxwell Award preseason watch list",2024-07-29,,
2660,bossierpresstribune,0,https://bossierpress.com/bossier-educators-walk-away-with-wins-at-state-teacher-awards/,Bossier Educators Walk Away with Wins at State Teacher Awards,2024-07-29,,
2661,bossierpresstribune,0,https://bossierpress.com/womens-basketball-former-parkway-star-williams-helps-usa-go-undefeated-in-nations-league-3-x-3-event-in-mexico-city/,Women’s basketball: Former Parkway star Williams helps USA go undefeated in Nations League 3 x 3 event in Mexico City,2024-07-29,,
2662,bossierpresstribune,0,https://bossierpress.com/photo-gallery-division-ii-dyb-world-series-tournaments-at-tinsley-park-part-2/,Photo gallery: Division II DYB World Series tournaments at Tinsley Park (Part 2),2024-07-29,,
2663,bossierpresstribune,0,https://bossierpress.com/nsu-mourns-loss-of-legendary-coach-administrator-tynes-hildebrand/,"NSU mourns loss of legendary coach, administrator Tynes Hildebrand",2024-07-29,,
2664,bossierpresstribune,0,https://bossierpress.com/photo-gallery-diamond-youth-baseball-division-ii-world-series-tournaments-at-tinsley-park/,Photo gallery: Diamond Youth Baseball Division II World Series tournaments at Tinsley Park,2024-07-28,,
2665,bossierpresstribune,0,https://bossierpress.com/bossier-city-police-department-responds-to-shooting/,Bossier City Police Department Responds to Shooting,2024-07-28,,
2666,bossierpresstribune,0,https://bossierpress.com/willis-knighton-health-donates-10000-to-volunteers-for-youth-justice/,"Willis Knighton Health Donates $10,000 to Volunteers for Youth Justice",2024-07-26,,
